model,task_id,functional_pass,first_failure_stage,run_directory,run_json_exists,events_path,events_present_nonempty
glm-5.3-flash,dataclasses_json__serde_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/dataclasses_json__serde_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/dataclasses_json__serde_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,dateutil__zone_resolver_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/dateutil__zone_resolver_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/dateutil__zone_resolver_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,decorator__signature_preserving_core__001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/decorator__signature_preserving_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/decorator__signature_preserving_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,deepdiff__deep_compare_core__001,False,build_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/deepdiff__deep_compare_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/deepdiff__deep_compare_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,diskcache__eviction_policy_core__hard3_001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/diskcache__eviction_policy_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/diskcache__eviction_policy_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,distlib__wheel_metadata_core__hard3_001,False,hidden_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/distlib__wheel_metadata_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/distlib__wheel_metadata_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,dynaconf__settings_merge_core__001,False,missing_submission,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/dynaconf__settings_merge_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/dynaconf__settings_merge_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,email_validator__validate_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/email_validator__validate_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/email_validator__validate_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,environs__typed_env_core__001,False,missing_submission,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/environs__typed_env_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/environs__typed_env_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,faker__provider_core__001,False,isolation_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/faker__provider_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/faker__provider_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,filelock__reentrant_lock_core__001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/filelock__reentrant_lock_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/filelock__reentrant_lock_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,flake8__plugin_options_core__hard3_001,False,missing_submission,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/flake8__plugin_options_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/flake8__plugin_options_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,flask__route_dispatch_core__001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/flask__route_dispatch_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/flask__route_dispatch_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,fs__url_opener_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/fs__url_opener_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/fs__url_opener_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,fsspec__url_chain_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/fsspec__url_chain_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/fsspec__url_chain_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,glom__spec_eval_core__hard3_001,False,missing_submission,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/glom__spec_eval_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/glom__spec_eval_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,h11__message_parse_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/h11__message_parse_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/h11__message_parse_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,h2__frame_parse_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/h2__frame_parse_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/h2__frame_parse_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,hatch__project_metadata_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/hatch__project_metadata_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/hatch__project_metadata_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,httpx__request_model_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/httpx__request_model_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/httpx__request_model_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,humanize__naturaltime_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/humanize__naturaltime_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/humanize__naturaltime_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,importlib_metadata__entry_points_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/importlib_metadata__entry_points_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/importlib_metadata__entry_points_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,importlib_resources__traversable_tree_core__hard3_001,False,build_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/importlib_resources__traversable_tree_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/importlib_resources__traversable_tree_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,installer__wheel_record_core__hard3_001,False,hidden_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/installer__wheel_record_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/installer__wheel_record_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,intervaltree__interval_tree_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/intervaltree__interval_tree_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/intervaltree__interval_tree_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,isodate__duration_parse_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/isodate__duration_parse_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/isodate__duration_parse_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,isort__settings_resolver_core__hard3_001,False,missing_submission,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/isort__settings_resolver_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/isort__settings_resolver_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,itsdangerous__timed_serializer_core__001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/itsdangerous__timed_serializer_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/itsdangerous__timed_serializer_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,jinja2__compile_render_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jinja2__compile_render_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jinja2__compile_render_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,jinja2__extensions_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jinja2__extensions_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jinja2__extensions_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,jinja2__filters_tests_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jinja2__filters_tests_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jinja2__filters_tests_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,jinja2__lexer_parser_core__001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jinja2__lexer_parser_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jinja2__lexer_parser_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,jinja2__loader_inheritance_core__001,False,missing_submission,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jinja2__loader_inheritance_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jinja2__loader_inheritance_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,json5__parse_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/json5__parse_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/json5__parse_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,json_logic__evaluator_core__hard3_001,False,hidden_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/json_logic__evaluator_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/json_logic__evaluator_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,jsonpath_ng__expression_eval_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jsonpath_ng__expression_eval_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jsonpath_ng__expression_eval_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,jsonpointer__resolve_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jsonpointer__resolve_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jsonpointer__resolve_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,jsonschema__validator_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jsonschema__validator_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jsonschema__validator_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,jupyter_core__paths_resolver_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jupyter_core__paths_resolver_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jupyter_core__paths_resolver_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,jupyter_server__extension_config_core__hard3_001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jupyter_server__extension_config_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/jupyter_server__extension_config_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,keyring__backend_select_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/keyring__backend_select_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/keyring__backend_select_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,lark__grammar_loader_core__001,False,isolation_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/lark__grammar_loader_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/lark__grammar_loader_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,lark__parse_tree_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/lark__parse_tree_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/lark__parse_tree_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,lark__visitor_transform_core__001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/lark__visitor_transform_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/lark__visitor_transform_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,license_expression__policy_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/license_expression__policy_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/license_expression__policy_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,mako__lexer_expression_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/mako__lexer_expression_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/mako__lexer_expression_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,markdown__extensions_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/markdown__extensions_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/markdown__extensions_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,markdown_it__commonmark_render__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/markdown_it__commonmark_render__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/markdown_it__commonmark_render__001/agent/openhands_events.jsonl,True
glm-5.3-flash,marshmallow__schema_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/marshmallow__schema_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/marshmallow__schema_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,mkdocs__plugin_config_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/mkdocs__plugin_config_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/mkdocs__plugin_config_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,msgpack__pack_unpack_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/msgpack__pack_unpack_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/msgpack__pack_unpack_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,multidict__multidict_mutation_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/multidict__multidict_mutation_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/multidict__multidict_mutation_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,networkx__dag_topo_core__001,False,missing_submission,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/networkx__dag_topo_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/networkx__dag_topo_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,packaging__requirement_marker_specifier__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/packaging__requirement_marker_specifier__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/packaging__requirement_marker_specifier__001/agent/openhands_events.jsonl,True
glm-5.3-flash,parse__format_parser_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/parse__format_parser_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/parse__format_parser_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,parsel__selector_namespace_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/parsel__selector_namespace_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/parsel__selector_namespace_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,parso__python_parse_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/parso__python_parse_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/parso__python_parse_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,passlib__hash_context_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/passlib__hash_context_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/passlib__hash_context_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pathvalidate__sanitize_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pathvalidate__sanitize_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pathvalidate__sanitize_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pendulum__parse_format_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pendulum__parse_format_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pendulum__parse_format_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,phonenumbers__parse_format_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/phonenumbers__parse_format_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/phonenumbers__parse_format_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,platformdirs__app_dirs_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/platformdirs__app_dirs_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/platformdirs__app_dirs_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,pluggy__hook_call_order__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pluggy__hook_call_order__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pluggy__hook_call_order__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pluggy__hook_specs_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pluggy__hook_specs_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pluggy__hook_specs_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pluggy__hook_wrapper_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pluggy__hook_wrapper_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pluggy__hook_wrapper_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,poetry_core__dependency_groups_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/poetry_core__dependency_groups_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/poetry_core__dependency_groups_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,pydantic__field_validator_core__hard3_001,False,missing_submission,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pydantic__field_validator_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pydantic__field_validator_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,pydantic_settings__env_source_core__001,False,build_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pydantic_settings__env_source_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pydantic_settings__env_source_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pydantic_v1__validation_error_core__001,False,missing_submission,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pydantic_v1__validation_error_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pydantic_v1__validation_error_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pygments__formatter_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pygments__formatter_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pygments__formatter_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pygments__lexer_core__001,False,hidden_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pygments__lexer_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pygments__lexer_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pyramid__configurator_action_core__hard3_001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pyramid__configurator_action_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pyramid__configurator_action_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,pytest__fixture_resolve_core__001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pytest__fixture_resolve_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pytest__fixture_resolve_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pytest__ini_markers_core__001,False,missing_submission,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pytest__ini_markers_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pytest__ini_markers_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pytest__mark_expression_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pytest__mark_expression_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pytest__mark_expression_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pytest__marker_registry_core__hard3_001,False,hidden_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pytest__marker_registry_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pytest__marker_registry_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,pytest__skipif_eval_core__001,False,hidden_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pytest__skipif_eval_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pytest__skipif_eval_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,python_box__config_box_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_box__config_box_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_box__config_box_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,python_dateutil__relativedelta_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_dateutil__relativedelta_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_dateutil__relativedelta_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,python_dateutil__rrule_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_dateutil__rrule_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_dateutil__rrule_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,python_decouple__config_repository_core__001,False,hidden_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_decouple__config_repository_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_decouple__config_repository_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,python_dotenv__env_parse_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_dotenv__env_parse_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_dotenv__env_parse_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,python_frontmatter__roundtrip_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_frontmatter__roundtrip_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_frontmatter__roundtrip_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,python_multipart__form_parse_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_multipart__form_parse_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/python_multipart__form_parse_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,pyyaml__safe_load_dump__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pyyaml__safe_load_dump__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/pyyaml__safe_load_dump__001/agent/openhands_events.jsonl,True
glm-5.3-flash,readme_renderer__content_type_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/readme_renderer__content_type_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/readme_renderer__content_type_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,redis__resp_parser_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/redis__resp_parser_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/redis__resp_parser_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,referencing__json_schema_refs_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/referencing__json_schema_refs_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/referencing__json_schema_refs_core__001/agent/openhands_events.jsonl,True
glm-5.3-flash,requests_cache__cache_key_core__hard3_001,False,public_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/requests_cache__cache_key_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/requests_cache__cache_key_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,responses__request_matcher_core__hard3_001,False,hidden_failure,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/responses__request_matcher_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/responses__request_matcher_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,returns__result_pipeline_core__hard3_001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/returns__result_pipeline_core__hard3_001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/returns__result_pipeline_core__hard3_001/agent/openhands_events.jsonl,True
glm-5.3-flash,rfc3986__uri_parse_core__001,True,functional_pass,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/rfc3986__uri_parse_core__001,True,experiments/python/openhands/glm-5.3-flash/python200-prime-v2-main-r1/rfc3986__uri_parse_core__001/agent/openhands_events.jsonl,True
