model,arm,task_id,repository,cohort,lift_type,functional_pass,delivered,first_outcome,run_status,last_conversation_error,service_error_recorded,conversation_error_codes,api_error_without_submission,max_steps,timeout_seconds,persisted_max_iterations,context_window_tokens,reserved_output_tokens,agent_network,eval_network,eval_capsule,agent_exit_status,record_path
deepseek-v4-pro,contract_only,flake8__plugin_options_core__hard3_001,github__pycqa__flake8,later,Composite,0,1,Public,failed,,0,,0,120,3600,500,131072,8192,bridge,none,e98ba7be2cca09e6d1d5e7e1dcf8be044c42177ee22b5e9eb85772f526985dd2,passed,deepseek-v4-pro/source-ablation-40-r1/contract_only/flake8__plugin_options_core__hard3_001/run.json
deepseek-v4-pro,contract_only,coverage__source_selection_core__001,github__coveragepy__coveragepy,earlier,Adapted,0,0,Missing,missing_submission,LLMTimeoutError,1,LLMTimeoutError,1,120,3600,500,131072,8192,bridge,none,,passed,deepseek-v4-pro/source-ablation-40-r1/contract_only/coverage__source_selection_core__001/run.json
deepseek-v4-pro,contract_only,jsonpointer__resolve_core__001,github__stefankoegl__python_json_pointer,earlier,Direct,0,0,Missing,missing_submission,LLMTimeoutError,1,LLMTimeoutError,1,120,3600,500,131072,8192,bridge,none,,passed,deepseek-v4-pro/source-ablation-40-r1/contract_only/jsonpointer__resolve_core__001/run.json
deepseek-v4-pro,contract_only,readme_renderer__content_type_core__hard3_001,github__pypa__readme_renderer,later,Adapted,0,1,Public,failed,,0,,0,120,3600,500,131072,8192,bridge,none,158a97602f21d11e4609dd795d8dc95d7af5273fbbb51fc9c2af0e8135a2dbb2,passed,deepseek-v4-pro/source-ablation-40-r1/contract_only/readme_renderer__content_type_core__hard3_001/run.json
deepseek-v4-pro,contract_only,poetry_core__dependency_groups_core__hard3_001,github__python_poetry__poetry_core,later,Composite,0,1,Public,failed,,0,,0,120,3600,500,131072,8192,bridge,none,eaea2ba6e05a904973b68fe177b48265d433991576dc20651c56b629880a778b,passed,deepseek-v4-pro/source-ablation-40-r1/contract_only/poetry_core__dependency_groups_core__hard3_001/run.json
deepseek-v4-pro,contract_only,wsproto__frame_parse_core__001,github__python_hyper__wsproto,earlier,Adapted,0,1,Public,failed,,0,,0,120,3600,500,131072,8192,bridge,none,446dba3d67de95552542c06bc52051d1ff5c552a15b715e6381b09fea3f50bd3,passed,experiments/python/openhands/deepseek-v4-pro/source-ablation-40-contract-recovery-20260915T103500Z/attempt-01/contract_only/wsproto__frame_parse_core__001/run.json
deepseek-v4-pro,contract_only,markdown_it__commonmark_render__001,github__executablebooks__markdown_it_py,earlier,Direct,0,1,Public,failed,,0,,0,120,3600,500,131072,8192,bridge,none,f2067bc5875ae8e33752b0230d2dfd77c6b441bb0438f61ad76392eff250a31e,timeout,deepseek-v4-pro/source-ablation-40-r1/contract_only/markdown_it__commonmark_render__001/run.json
deepseek-v4-pro,contract_only,sqlparse__token_tree_core__001,github__andialbrecht__sqlparse,earlier,Adapted,0,0,Missing,missing_submission,LLMTimeoutError,1,LLMTimeoutError,1,120,3600,500,131072,8192,bridge,none,,passed,deepseek-v4-pro/source-ablation-40-r1/contract_only/sqlparse__token_tree_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,deepdiff__deep_compare_core__001,github__qlustered__deepdiff,earlier,Direct,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,f95897acba7f018b073f79dcaa9b03a12190efee5a04ee418c9fab4223ea1b25,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/deepdiff__deep_compare_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,mako__lexer_expression_core__001,github__sqlalchemy__mako,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,88c528dacdae0b25068617dcaa9fff28ca0394553c25e9f86dd29334dfbe92b7,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/mako__lexer_expression_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,parso__python_parse_core__001,github__davidhalter__parso,earlier,Direct,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,66bf469713bb78d02065912df64231d8274afcece9838cd0c61beb33c51648c2,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/parso__python_parse_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,pydantic_v1__validation_error_core__001,github__pydantic__pydantic,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,247d8842c7111afe0da02fec515960e22c74a216831e11af99addccaabbc3777,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/pydantic_v1__validation_error_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,pytest__ini_markers_core__001,github__pytest_dev__pytest,earlier,Composite,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,132e7d3f34fb96549b851e83dd624ed9483569b4db7bae037e40e9b85b8dbc76,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/pytest__ini_markers_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,decorator__signature_preserving_core__001,github__micheles__decorator,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,71c9e961f4706b6f3a4a3b55995022d2150de4b3c698fc3e1ff16957a170d33b,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/decorator__signature_preserving_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,hatch__project_metadata_core__hard3_001,github__pypa__hatch,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,9c5c6cd6c7506b6f197236f928c41089610363da01fc49d7e82da6d353dc6684,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/hatch__project_metadata_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,astroid__nodes_core__001,github__pycqa__astroid,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,0b2a0336cf40c7cfb3090147d8c0498a1f23a4734c482aa84f6390b369a816df,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/astroid__nodes_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,babel__plural_core__001,github__python_babel__babel,earlier,Adapted,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,b3449980bb803bb822dcd9f6847d96c347c5845e368ebdca2b44db82143c4310,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/babel__plural_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,attrs__validators_core__001,github__python_attrs__attrs,earlier,Direct,1,1,Pass,failed,,0,,0,,3600,500,131072,8192,host,none,c14d0471494944db8d8976b0d379b597e295978baf4b1e9676ea5f27ba1dab2d,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/attrs__validators_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,jinja2__loader_inheritance_core__001,github__pallets__jinja,earlier,Adapted,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,49f386ad1e34f3d2db74da5c476e24fd01596e904719e315235d14a230a20032,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/jinja2__loader_inheritance_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,pluggy__hook_wrapper_core__hard3_001,github__pytest_dev__pluggy,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,8119f22eac409fa827b6b79eebbc860bfc001b14c6deb67b09e727a0e4bc74fd,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/pluggy__hook_wrapper_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,requests_cache__cache_key_core__hard3_001,github__requests_cache__requests_cache,later,Composite,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,4e266f9098504f1667ec23f3ee3d5399e7bdce9e5b2824d616060c76b45c25b2,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/requests_cache__cache_key_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,tomlkit__roundtrip_document__001,github__python_poetry__tomlkit,earlier,Direct,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,da29762b62af245b7670a9494ba927a813d322287b8c69dc0bdc045134d4f51e,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/tomlkit__roundtrip_document__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,python_decouple__config_repository_core__001,github__hbnetwork__python_decouple,earlier,Adapted,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,41f06edd39ad25374ef0bff1f0d98a0d7cb1640a4ad036378dc159a3bb00309e,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/python_decouple__config_repository_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,voluptuous__schema_validate_core__001,github__alecthomas__voluptuous,earlier,Direct,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,8fd47695cb54f263ee679b38416578de5da60ad6813081d3566cbc7f732bad7e,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/voluptuous__schema_validate_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,lark__parse_tree_core__001,github__lark_parser__lark,earlier,Direct,0,1,Build,failed,,0,,0,,3600,500,131072,8192,host,none,aeb537b679003478fc305ed00070ed121b86a38cd3a5f4d7bc91eaec9a4cd8c3,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/lark__parse_tree_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,platformdirs__app_dirs_core__hard3_001,github__tox_dev__platformdirs,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,8e8e585f8d9e5d41c3dfdf8d7ba7a714df873b57103f428310926ee52b831ad8,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/platformdirs__app_dirs_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,setuptools_scm__version_normalize_core__hard3_001,github__pypa__setuptools_scm,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,b81021977a8d37fa062a366dac9f36a189fc488bd6424eeaeb68ce7f2d77b29f,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/setuptools_scm__version_normalize_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,yamale__schema_validate_core__hard3_001,github__23andme__yamale,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,eca89a125c4031fbea7c57183b968516a2eac178ca7b24db21a02ef6446b8cf5,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/yamale__schema_validate_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,humanize__naturaltime_core__001,github__python_humanize__humanize,earlier,Direct,0,0,Missing,missing_submission,,0,,0,,3600,500,131072,8192,host,none,,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/humanize__naturaltime_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,dateutil__zone_resolver_core__hard3_001,github__dateutil__dateutil,later,Composite,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,f99fa4855f342d2ace961cb336ccdd951e0cb2e08f384169b1dd0736782dc0d4,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/dateutil__zone_resolver_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,license_expression__policy_core__hard3_001,github__aboutcode_org__license_expression,later,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,04b0907bcfdc10c538d3a931bec560af025a0c40afe987cbeb183783d9d883a4,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/license_expression__policy_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,bleach__sanitize_core__001,github__mozilla__bleach,earlier,Adapted,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,35593a1e1c3aed902fcb1f793b18afad40dde4fd5f204ec6f8f44181d168b79a,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/bleach__sanitize_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,environs__typed_env_core__001,github__sloria__environs,earlier,Direct,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,297b0786f986c9a87260bc313ffc8370e0f4710b79ef1cff5c4ed05522e4b8ab,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/environs__typed_env_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,pytest__mark_expression_core__001,github__pytest_dev__pytest,earlier,Adapted,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,16f20ff6eefd914ac87eb37dd841e2d8bef11e3a171eb0ef4ab3ec59b733d097,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/pytest__mark_expression_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,bidict__bidirectional_map_core__001,github__jab__bidict,earlier,Direct,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,a798958c37bf228b93eea1455c527c91db08a759e281fe455fdb8bfef656d173,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/bidict__bidirectional_map_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,celery__signal_dispatch_core__hard3_001,github__celery__celery,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,f9cb1b97e4fd0b65ad3a92ee5294f463c96fc5d8c6d87675b49345a0f63a5b09,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/celery__signal_dispatch_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,schema__nested_validate_core__hard3_001,github__keleshev__schema,later,Adapted,0,0,Missing,missing_submission,,0,,0,,3600,500,131072,8192,host,none,,tool_validation_error,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/schema__nested_validate_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,ruamel_yaml__roundtrip_core__001,source__sourceforge_net__a935d43b47a4,earlier,Adapted,0,0,Missing,missing_submission,,0,,0,,3600,500,131072,8192,host,none,,tool_validation_error,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/ruamel_yaml__roundtrip_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,pluggy__hook_call_order__001,github__pytest_dev__pluggy,earlier,Direct,0,0,Missing,missing_submission,,0,,0,,3600,500,131072,8192,host,none,,tool_validation_error,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/pluggy__hook_call_order__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,httpx__request_model_core__001,github__encode__httpx,earlier,Adapted,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,d470e4f7a0eb58ed458302e607e63bbe1316167f65b0fca72b8eda409610a994,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/httpx__request_model_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,flake8__plugin_options_core__hard3_001,github__pycqa__flake8,later,Composite,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,e98ba7be2cca09e6d1d5e7e1dcf8be044c42177ee22b5e9eb85772f526985dd2,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/flake8__plugin_options_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,coverage__source_selection_core__001,github__coveragepy__coveragepy,earlier,Adapted,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,b148ebabad8b84dc29026b5c5470f463ecc597af46e5cf6c00e9db7a802624be,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/coverage__source_selection_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,jsonpointer__resolve_core__001,github__stefankoegl__python_json_pointer,earlier,Direct,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,1ebfbf057aacb17f41d2a5cd3f067680368d089ca46742edc851b00fefea48d8,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/jsonpointer__resolve_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,readme_renderer__content_type_core__hard3_001,github__pypa__readme_renderer,later,Adapted,0,1,Build,failed,,0,,0,,3600,500,131072,8192,host,none,158a97602f21d11e4609dd795d8dc95d7af5273fbbb51fc9c2af0e8135a2dbb2,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/readme_renderer__content_type_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,poetry_core__dependency_groups_core__hard3_001,github__python_poetry__poetry_core,later,Composite,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,eaea2ba6e05a904973b68fe177b48265d433991576dc20651c56b629880a778b,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/poetry_core__dependency_groups_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,full_repository,wsproto__frame_parse_core__001,github__python_hyper__wsproto,earlier,Adapted,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,446dba3d67de95552542c06bc52051d1ff5c552a15b715e6381b09fea3f50bd3,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/wsproto__frame_parse_core__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,markdown_it__commonmark_render__001,github__executablebooks__markdown_it_py,earlier,Direct,0,1,Isolation,failed,,0,,0,,3600,500,131072,8192,host,none,f2067bc5875ae8e33752b0230d2dfd77c6b441bb0438f61ad76392eff250a31e,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/markdown_it__commonmark_render__001/run.json
qwen3.6-35b-a3b-fp8,full_repository,sqlparse__token_tree_core__001,github__andialbrecht__sqlparse,earlier,Adapted,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,0d0af3d99f5d34f96b599e47d471ad5baf6a21f6e88544e1cf145c188020bc82,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/full_repository/sqlparse__token_tree_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,deepdiff__deep_compare_core__001,github__qlustered__deepdiff,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,f95897acba7f018b073f79dcaa9b03a12190efee5a04ee418c9fab4223ea1b25,tool_validation_error,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/deepdiff__deep_compare_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,mako__lexer_expression_core__001,github__sqlalchemy__mako,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,88c528dacdae0b25068617dcaa9fff28ca0394553c25e9f86dd29334dfbe92b7,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/mako__lexer_expression_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,parso__python_parse_core__001,github__davidhalter__parso,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,66bf469713bb78d02065912df64231d8274afcece9838cd0c61beb33c51648c2,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/parso__python_parse_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,pydantic_v1__validation_error_core__001,github__pydantic__pydantic,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,247d8842c7111afe0da02fec515960e22c74a216831e11af99addccaabbc3777,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/pydantic_v1__validation_error_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,pytest__ini_markers_core__001,github__pytest_dev__pytest,earlier,Composite,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,132e7d3f34fb96549b851e83dd624ed9483569b4db7bae037e40e9b85b8dbc76,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/pytest__ini_markers_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,decorator__signature_preserving_core__001,github__micheles__decorator,earlier,Direct,1,1,Pass,passed,,0,,0,,3600,500,131072,8192,host,none,71c9e961f4706b6f3a4a3b55995022d2150de4b3c698fc3e1ff16957a170d33b,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/decorator__signature_preserving_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,hatch__project_metadata_core__hard3_001,github__pypa__hatch,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,9c5c6cd6c7506b6f197236f928c41089610363da01fc49d7e82da6d353dc6684,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/hatch__project_metadata_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,astroid__nodes_core__001,github__pycqa__astroid,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,0b2a0336cf40c7cfb3090147d8c0498a1f23a4734c482aa84f6390b369a816df,timeout,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/astroid__nodes_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,babel__plural_core__001,github__python_babel__babel,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,b3449980bb803bb822dcd9f6847d96c347c5845e368ebdca2b44db82143c4310,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/babel__plural_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,attrs__validators_core__001,github__python_attrs__attrs,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,c14d0471494944db8d8976b0d379b597e295978baf4b1e9676ea5f27ba1dab2d,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/attrs__validators_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,jinja2__loader_inheritance_core__001,github__pallets__jinja,earlier,Adapted,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,49f386ad1e34f3d2db74da5c476e24fd01596e904719e315235d14a230a20032,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/jinja2__loader_inheritance_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,pluggy__hook_wrapper_core__hard3_001,github__pytest_dev__pluggy,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,8119f22eac409fa827b6b79eebbc860bfc001b14c6deb67b09e727a0e4bc74fd,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/pluggy__hook_wrapper_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,requests_cache__cache_key_core__hard3_001,github__requests_cache__requests_cache,later,Composite,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,4e266f9098504f1667ec23f3ee3d5399e7bdce9e5b2824d616060c76b45c25b2,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/requests_cache__cache_key_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,tomlkit__roundtrip_document__001,github__python_poetry__tomlkit,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,da29762b62af245b7670a9494ba927a813d322287b8c69dc0bdc045134d4f51e,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/tomlkit__roundtrip_document__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,python_decouple__config_repository_core__001,github__hbnetwork__python_decouple,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,41f06edd39ad25374ef0bff1f0d98a0d7cb1640a4ad036378dc159a3bb00309e,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/python_decouple__config_repository_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,voluptuous__schema_validate_core__001,github__alecthomas__voluptuous,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,8fd47695cb54f263ee679b38416578de5da60ad6813081d3566cbc7f732bad7e,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/voluptuous__schema_validate_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,lark__parse_tree_core__001,github__lark_parser__lark,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,aeb537b679003478fc305ed00070ed121b86a38cd3a5f4d7bc91eaec9a4cd8c3,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/lark__parse_tree_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,platformdirs__app_dirs_core__hard3_001,github__tox_dev__platformdirs,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,8e8e585f8d9e5d41c3dfdf8d7ba7a714df873b57103f428310926ee52b831ad8,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/platformdirs__app_dirs_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,setuptools_scm__version_normalize_core__hard3_001,github__pypa__setuptools_scm,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,b81021977a8d37fa062a366dac9f36a189fc488bd6424eeaeb68ce7f2d77b29f,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/setuptools_scm__version_normalize_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,yamale__schema_validate_core__hard3_001,github__23andme__yamale,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,eca89a125c4031fbea7c57183b968516a2eac178ca7b24db21a02ef6446b8cf5,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/yamale__schema_validate_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,humanize__naturaltime_core__001,github__python_humanize__humanize,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,abba08d6d83ff683968c6baa7610ce3c724e3dac3b0da735a15822275906275d,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/humanize__naturaltime_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,dateutil__zone_resolver_core__hard3_001,github__dateutil__dateutil,later,Composite,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,f99fa4855f342d2ace961cb336ccdd951e0cb2e08f384169b1dd0736782dc0d4,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/dateutil__zone_resolver_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,license_expression__policy_core__hard3_001,github__aboutcode_org__license_expression,later,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,04b0907bcfdc10c538d3a931bec560af025a0c40afe987cbeb183783d9d883a4,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/license_expression__policy_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,bleach__sanitize_core__001,github__mozilla__bleach,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,35593a1e1c3aed902fcb1f793b18afad40dde4fd5f204ec6f8f44181d168b79a,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/bleach__sanitize_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,environs__typed_env_core__001,github__sloria__environs,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,297b0786f986c9a87260bc313ffc8370e0f4710b79ef1cff5c4ed05522e4b8ab,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/environs__typed_env_core__001/run.json
