task_id,suite_split,construction_split_150,source_repo,source_commit,feature_family_selection,feature_family_v2,copytrap,paper_situation,lift_type,lift_label_status,entanglement_primary_original,entanglement_types_original,normalized_entanglement_types,public_test_count,hidden_test_count,paper_fit,taxonomy_coverage,classification_evidence,taxonomy_version
networkx__dag_topo_core__001,python150,core100,networkx,3.3-curated-dag-snapshot,algorithm_data_structure,algorithm_data_structure,false,schema_validate,Direct,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;static_transitive_dependency,2,5,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/networkx__dag_topo_core__001/metadata.json,python200_hard_v1
oauthlib__grant_dispatch_core__001,hard50,NA,oauthlib,40b0ab56da3682c2484a4b78bbff309f8025d950,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,planned_ledger,framework_coupling,framework_coupling;config_environment_coupling,framework_lifecycle;config_environment,3,6,RQ1 protocol dispatch: grant type is a registry of handlers.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/oauthlib__grant_dispatch_core__001/metadata.json;benchmark/selection/hard50_design_cards/oauthlib__grant_dispatch_core__001.md,python200_hard_v1
openapi_schema_validator__draft_core__001,hard50,NA,openapi-schema-validator,005e0804dd853714e6ddd8d6e8c808266df6a3c1,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Direct,planned_ledger,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state,3,4,RQ5 dialect validator vs jsonschema 150 and openapi-core companion.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/openapi_schema_validator__draft_core__001/metadata.json;benchmark/selection/hard50_design_cards/openapi_schema_validator__draft_core__001.md,python200_hard_v1
oslo_config__opt_group_core__001,hard50,NA,oslo.config,37b787699a6c2138fb2a38e3699c26a8adf892d0,config_resolve_discover,config_resolve_discover,false,config_merge,Composite,planned_ledger,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling,config_environment;implicit_runtime_dependency,4,5,"RQ4 global CONF + group registry, the classic implicit config closure.",ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/oslo_config__opt_group_core__001/metadata.json;benchmark/selection/hard50_design_cards/oslo_config__opt_group_core__001.md,python200_hard_v1
oslo_policy__enforcer_core__001,hard50,NA,oslo.policy,69890e47048014944c80aae27f82941a598fb573,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,planned_ledger,config_environment_coupling,config_environment_coupling;framework_coupling,config_environment;framework_lifecycle,4,5,Backup for registry slot: policy rule registry.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/oslo_policy__enforcer_core__001/metadata.json;benchmark/selection/hard50_design_cards/oslo_policy__enforcer_core__001.md,python200_hard_v1
packaging__requirement_marker_specifier__001,python150,core100,packaging,24.1-installed-snapshot,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,3,5,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/packaging__requirement_marker_specifier__001/metadata.json,python200_hard_v1
pandera__dataframe_schema_core__001,hard50,NA,pandera,9777c23b4bbc146c115a479b7551d0671c76ebcd,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Composite,planned_ledger,third_party_dependency_coupling,data_model_coupling;third_party_dependency_coupling,data_model_invariant;third_party_contract,3,4,RQ1+RQ4 stateful schema over a third-party dataframe (allowed pandas).,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/pandera__dataframe_schema_core__001/metadata.json;benchmark/selection/hard50_design_cards/pandera__dataframe_schema_core__001.md,python200_hard_v1
parse__format_parser_core__001,python150,core100,parse,334db144c2813e9029cb890bbd49edd30f67ab9b,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state,2,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/parse__format_parser_core__001/metadata.json,python200_hard_v1
parsel__selector_namespace_core__hard3_001,python150,hard50,parsel,05b3d37bf292d012f3d0b71fb7f0697d03af113e,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,data_model_coupling,data_model_coupling;third_party_dependency_coupling,data_model_invariant;static_transitive_dependency;third_party_contract,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/parsel__selector_namespace_core__hard3_001/metadata.json,python200_hard_v1
parso__python_parse_core__001,python150,core100,parso,0.8.3-installed-snapshot,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state;static_transitive_dependency,2,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/parso__python_parse_core__001/metadata.json,python200_hard_v1
passlib__hash_context_core__001,python150,core100,passlib,1.7.4-installed-snapshot,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Direct,labeled,data_model_coupling,data_model_coupling;global_state_registry_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/passlib__hash_context_core__001/metadata.json,python200_hard_v1
paste__dispatch_map_core__001,hard50,NA,Paste,28e461548498138b8814b243be432a04a7895dba,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,planned_ledger,framework_coupling,framework_coupling;config_environment_coupling,framework_lifecycle;config_environment,4,6,Backup composite WSGI dispatch.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/paste__dispatch_map_core__001/metadata.json;benchmark/selection/hard50_design_cards/paste__dispatch_map_core__001.md,python200_hard_v1
pathvalidate__sanitize_core__001,python150,core100,pathvalidate,1ca0a50fce51d5b5bd633457a72abf74dbe3112d,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Direct,labeled,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling;parser_state_coupling,config_environment;implicit_runtime_dependency;parser_state;static_transitive_dependency,3,7,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pathvalidate__sanitize_core__001/metadata.json,python200_hard_v1
pendulum__parse_format_core__001,python150,core100,pendulum,b99bd1468b5562f045c90d851c4fab0072b26df8,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,5,11,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pendulum__parse_format_core__001/metadata.json,python200_hard_v1
phonenumbers__parse_format_core__001,python150,core100,phonenumbers,9.0.33-installed-snapshot,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,resource_coupling,data_model_coupling;resource_coupling;third_party_dependency_coupling,data_model_invariant;dynamic_import_plugin;resource_packaging;static_transitive_dependency;third_party_contract,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/phonenumbers__parse_format_core__001/metadata.json,python200_hard_v1
pika__channel_spec_core__001,hard50,NA,pika,2126d43a76c14fb8d365d96bd1bdcef13dad75b5,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,planned_ledger,parser_state_coupling,parser_state_coupling;data_model_coupling,parser_state;data_model_invariant,2,6,RQ2: AMQP frame codec vs adapters/connection decoy.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/pika__channel_spec_core__001/metadata.json;benchmark/selection/hard50_design_cards/pika__channel_spec_core__001.md,python200_hard_v1
platformdirs__app_dirs_core__hard3_001,python150,hard50,platformdirs,4bd7bb307292ae7c46fabef7cb58951825d0dd68,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,labeled,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling;resource_coupling,config_environment;implicit_runtime_dependency;resource_packaging;static_transitive_dependency,3,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/platformdirs__app_dirs_core__hard3_001/metadata.json,python200_hard_v1
pluggy__hook_call_order__001,python150,core100,pluggy,1.0.0-installed-snapshot,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Direct,labeled,framework_coupling,framework_coupling;global_state_registry_coupling;implicit_dependency_coupling,framework_lifecycle;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pluggy__hook_call_order__001/metadata.json,python200_hard_v1
pluggy__hook_specs_core__001,python150,core100,pluggy,1.0.0-installed-snapshot,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Direct,labeled,framework_coupling,framework_coupling;global_state_registry_coupling;implicit_dependency_coupling,dynamic_import_plugin;framework_lifecycle;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pluggy__hook_specs_core__001/metadata.json,python200_hard_v1
pluggy__hook_wrapper_core__hard3_001,python150,hard50,pluggy,6b0f3293895e9a3dc5b5e5d4bcad5b1649e19c21,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,labeled,framework_coupling,framework_coupling;implicit_dependency_coupling,dynamic_import_plugin;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pluggy__hook_wrapper_core__hard3_001/metadata.json,python200_hard_v1
poetry_core__dependency_groups_core__hard3_001,python150,hard50,poetry_core,5de24118d23a05a23af5d9eb1d8bd98850d09205,resource_metadata_loading,resource_metadata_loading,false,resource_or_copytrap,Composite,labeled,data_model_coupling,config_environment_coupling;data_model_coupling,config_environment;data_model_invariant;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/poetry_core__dependency_groups_core__hard3_001/metadata.json,python200_hard_v1
polyfactory__model_factory_core__001,hard50,NA,polyfactory,e420486b11b9f82b7816d86a8f53c20ce29df86f,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Adapted,planned_ledger,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency,3,5,RQ5 construct factories; Litestar monorepo is a copy-all trap.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/polyfactory__model_factory_core__001/metadata.json;benchmark/selection/hard50_design_cards/polyfactory__model_factory_core__001.md,python200_hard_v1
pre_commit__config_load_core__001,hard50,NA,pre-commit,a9bba55a3f74068b53f4bd4d831d7e05e34eae6c,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,planned_ledger,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling,config_environment;implicit_runtime_dependency,4,7,RQ2: huge installer/language tree is decoy around a bounded config slice.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/pre_commit__config_load_core__001/metadata.json;benchmark/selection/hard50_design_cards/pre_commit__config_load_core__001.md,python200_hard_v1
pydantic__field_validator_core__hard3_001,python150,hard50,pydantic,652a61ce4f9d7d76eaada31535807a485ece0e21,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Adapted,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pydantic__field_validator_core__hard3_001/metadata.json,python200_hard_v1
pydantic_settings__env_source_core__001,python150,core100,pydantic-settings,2.14.2-installed-snapshot,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,labeled,config_environment_coupling,config_environment_coupling;data_model_coupling;framework_coupling,config_environment;data_model_invariant;framework_lifecycle;static_transitive_dependency,1,5,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pydantic_settings__env_source_core__001/metadata.json,python200_hard_v1
pydantic_v1__validation_error_core__001,python150,core100,pydantic,5ebcdc13b83fba5da34ad9b0f008f7b4faf89396,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Adapted,labeled,framework_coupling,data_model_coupling;framework_coupling;global_state_registry_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;framework_lifecycle;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,4,7,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pydantic_v1__validation_error_core__001/metadata.json,python200_hard_v1
pygments__formatter_core__001,python150,core100,pygments,2.15.1,serialize_format_render,serialize_format_render,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pygments__formatter_core__001/metadata.json,python200_hard_v1
pygments__lexer_core__001,python150,core100,pygments,2.15.1,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pygments__lexer_core__001/metadata.json,python200_hard_v1
pylint__config_find_core__001,hard50,NA,pylint,46d7486dd3d1313165b901d52227037d14951495,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,planned_ledger,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling,config_environment;implicit_runtime_dependency,4,6,RQ1 discovery chain inside a large linter (copy-all trap).,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/pylint__config_find_core__001/metadata.json;benchmark/selection/hard50_design_cards/pylint__config_find_core__001.md,python200_hard_v1
pyramid__configurator_action_core__hard3_001,python150,hard50,pyramid,5b13e4a61b479be17c1d97ab504154595813a8f8,workflow_session_orchestration,workflow_session_orchestration,false,session_lifecycle,Composite,labeled,framework_coupling,framework_coupling;implicit_dependency_coupling,framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pyramid__configurator_action_core__hard3_001/metadata.json,python200_hard_v1
pytest__fixture_resolve_core__001,python150,core100,pytest,b55ab2aabb68c0ce94c3903139b062d0c2790152,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,labeled,framework_coupling,framework_coupling;global_state_registry_coupling;implicit_dependency_coupling,framework_lifecycle;global_state_registry;implicit_runtime_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pytest__fixture_resolve_core__001/metadata.json,python200_hard_v1
pytest__ini_markers_core__001,python150,core100,pytest,b55ab2aabb68c0ce94c3903139b062d0c2790152,config_resolve_discover,config_resolve_discover,false,config_merge,Composite,labeled,config_environment_coupling,config_environment_coupling;global_state_registry_coupling,config_environment;dynamic_import_plugin;global_state_registry;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pytest__ini_markers_core__001/metadata.json,python200_hard_v1
pytest__mark_expression_core__001,python150,core100,pytest,b55ab2aabb68c0ce94c3903139b062d0c2790152,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,framework_coupling;implicit_dependency_coupling;parser_state_coupling,framework_lifecycle;implicit_runtime_dependency;parser_state,2,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pytest__mark_expression_core__001/metadata.json,python200_hard_v1
pytest__marker_registry_core__hard3_001,python150,hard50,pytest,83b022078855ea64c5c53bc50bd9299a5a1f1dc0,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,labeled,framework_coupling,framework_coupling;global_state_registry_coupling,dynamic_import_plugin;framework_lifecycle;global_state_registry;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pytest__marker_registry_core__hard3_001/metadata.json,python200_hard_v1
pytest__skipif_eval_core__001,python150,core100,pytest,b55ab2aabb68c0ce94c3903139b062d0c2790152,cache_retry_policy,cache_retry_policy,false,session_lifecycle,Composite,labeled,framework_coupling,config_environment_coupling;framework_coupling;implicit_dependency_coupling,config_environment;framework_lifecycle;implicit_runtime_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pytest__skipif_eval_core__001/metadata.json,python200_hard_v1
python_box__config_box_core__001,python150,core100,python-box,7.4.1-installed-snapshot,config_resolve_discover,config_resolve_discover,false,config_merge,Direct,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,3,7,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/python_box__config_box_core__001/metadata.json,python200_hard_v1
python_configuration__layered_config_core__001,hard50,NA,python-configuration,f9da97f5e6a387753052d9f3850d7d41f4a75e10,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,planned_ledger,config_environment_coupling,config_environment_coupling;data_model_coupling,config_environment;data_model_invariant,4,6,RQ1 layered config distinct from dynaconf/omegaconf already used.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/python_configuration__layered_config_core__001/metadata.json;benchmark/selection/hard50_design_cards/python_configuration__layered_config_core__001.md,python200_hard_v1
python_dateutil__relativedelta_core__001,python150,core100,python-dateutil,1ae807774053c071acc9e7d3d27778fba0a7773e,algorithm_data_structure,algorithm_data_structure,false,schema_validate,Direct,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,4,10,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/python_dateutil__relativedelta_core__001/metadata.json,python200_hard_v1
python_dateutil__rrule_core__001,python150,core100,python-dateutil,1ae807774053c071acc9e7d3d27778fba0a7773e,protocol_state_transition,protocol_state_transition,false,parse_codec,Direct,labeled,parser_state_coupling,global_state_registry_coupling;implicit_dependency_coupling;parser_state_coupling,global_state_registry;implicit_runtime_dependency;parser_state;static_transitive_dependency,4,7,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/python_dateutil__rrule_core__001/metadata.json,python200_hard_v1
python_decouple__config_repository_core__001,python150,core100,python-decouple,860969c0bc7ea9f6815447b498cbaf206813865b,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,labeled,config_environment_coupling,config_environment_coupling;resource_coupling,config_environment;resource_packaging,2,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/python_decouple__config_repository_core__001/metadata.json,python200_hard_v1
python_dotenv__env_parse_core__001,python150,core100,python-dotenv,751f8c148222e58aa173c83c4e5e6cfccb2cc124,config_resolve_discover,config_resolve_discover,false,config_merge,Direct,labeled,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling;parser_state_coupling,config_environment;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,5,11,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/python_dotenv__env_parse_core__001/metadata.json,python200_hard_v1
python_frontmatter__roundtrip_core__001,python150,core100,python-frontmatter,dc7c0af5466b104e0ba01ae3c5b2cd77edc27292,serialize_format_render,serialize_format_render,false,parse_codec,Direct,labeled,parser_state_coupling,config_environment_coupling;parser_state_coupling;third_party_dependency_coupling,config_environment;parser_state;static_transitive_dependency;third_party_contract,3,11,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/python_frontmatter__roundtrip_core__001/metadata.json,python200_hard_v1
python_multipart__form_parse_core__001,python150,core100,python-multipart,98080c5de45bc23317577086dd9076ba85bc9ce2,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Direct,labeled,parser_state_coupling,implicit_dependency_coupling;parser_state_coupling;resource_coupling,implicit_runtime_dependency;parser_state;resource_packaging;static_transitive_dependency,5,9,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/python_multipart__form_parse_core__001/metadata.json,python200_hard_v1
pyyaml__safe_load_dump__001,python150,core100,PyYAML,6.0.1-installed-snapshot,serialize_format_render,serialize_format_render,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,5,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/pyyaml__safe_load_dump__001/metadata.json,python200_hard_v1
quart__blueprint_dispatch_core__001,hard50,NA,Quart,47dcc0119287c5ef912472a8744b09363d1599d8,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,planned_ledger,framework_coupling,framework_coupling;implicit_dependency_coupling,framework_lifecycle;implicit_runtime_dependency,4,5,Backup Flask-family async dispatch without duplicating Flask 150.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/quart__blueprint_dispatch_core__001/metadata.json;benchmark/selection/hard50_design_cards/quart__blueprint_dispatch_core__001.md,python200_hard_v1
readme_renderer__content_type_core__hard3_001,python150,hard50,readme_renderer,84183e8826847c809800184038f05d2d91b8d366,serialize_format_render,serialize_format_render,false,parse_codec,Adapted,labeled,data_model_coupling,data_model_coupling;third_party_dependency_coupling,data_model_invariant;static_transitive_dependency;third_party_contract,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/readme_renderer__content_type_core__hard3_001/metadata.json,python200_hard_v1
redbaron__fst_mutate_core__001,hard50,NA,redbaron,9b4a1825d160269815ca7bc90f55fff8a5e76e29,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,planned_ledger,parser_state_coupling,parser_state_coupling;data_model_coupling,parser_state;data_model_invariant,2,4,Backup if asttokens/bytecode too VM-specific.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/redbaron__fst_mutate_core__001/metadata.json;benchmark/selection/hard50_design_cards/redbaron__fst_mutate_core__001.md,python200_hard_v1
redis__resp_parser_core__001,python150,core100,redis,8.0.1-installed-snapshot,protocol_state_transition,protocol_state_transition,false,parse_codec,Adapted,labeled,parser_state_coupling,implicit_dependency_coupling;parser_state_coupling,implicit_runtime_dependency;parser_state;static_transitive_dependency,2,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/redis__resp_parser_core__001/metadata.json,python200_hard_v1
referencing__json_schema_refs_core__001,python150,core100,referencing,0.30.2-installed-snapshot,config_resolve_discover,config_resolve_discover,false,config_merge,Adapted,labeled,data_model_coupling,data_model_coupling;parser_state_coupling;third_party_dependency_coupling,data_model_invariant;parser_state;third_party_contract,1,5,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/referencing__json_schema_refs_core__001/metadata.json,python200_hard_v1
requests_cache__cache_key_core__hard3_001,python150,hard50,requests_cache,df44b695a31401c617fa4725d189578c1d603ae1,cache_retry_policy,cache_retry_policy,false,session_lifecycle,Composite,labeled,third_party_dependency_coupling,data_model_coupling;implicit_dependency_coupling;third_party_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency;third_party_contract,3,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/requests_cache__cache_key_core__hard3_001/metadata.json,python200_hard_v1
responses__request_matcher_core__hard3_001,python150,hard50,responses,983a4975c969432d468c35085b613a3bec0edc46,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,labeled,third_party_dependency_coupling,data_model_coupling;third_party_dependency_coupling,data_model_invariant;static_transitive_dependency;third_party_contract,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/responses__request_matcher_core__hard3_001/metadata.json,python200_hard_v1
returns__result_pipeline_core__hard3_001,python150,hard50,returns,b158f518a6a32b7d4648e88c9819626ca6082354,workflow_session_orchestration,workflow_session_orchestration,false,session_lifecycle,Adapted,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/returns__result_pipeline_core__hard3_001/metadata.json,python200_hard_v1
rfc3986__uri_parse_core__001,python150,core100,rfc3986,2.0.0-installed-snapshot,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state;static_transitive_dependency,3,7,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/rfc3986__uri_parse_core__001/metadata.json,python200_hard_v1
